SIZE ,SHAPE ,STOCK ,COLORSPEC ,COATING ,LAMINATION ,UNWIND OPTIONS ,RunSize,UnitPrice,TotalPrice
"2"" x 6""",Rectangle,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),2500,0.1985,496.19
"2"" x 6""",Rectangle,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),5000,0.1406,702.84
"2"" x 6""",Rectangle,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),10000,0.1246,"1,245.53"
"2"" x 6""",Rectangle,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),15000,0.1102,"1,653.33"
"2"" x 6""",Rectangle,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),250,1.0445,261.13
"2"" x 6""",Rectangle,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),500,0.6437,321.87
"2"" x 6""",Rectangle,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),1000,0.3921,392.15
"2"" x 6""",Rectangle,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),2500,0.1985,496.19
"2"" x 6""",Rectangle,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),5000,0.1406,702.84
"2"" x 6""",Rectangle,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),10000,0.1246,"1,245.53"
"2"" x 6""",Rectangle,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),15000,0.1102,"1,653.33"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),250,0.8794,219.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),500,0.5231,261.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),1000,0.2985,298.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),2500,0.1540,385.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),5000,0.1110,555.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),10000,0.0825,824.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),15000,0.0770,"1,155.05"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),250,0.8794,219.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),500,0.5231,261.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),1000,0.2985,298.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),2500,0.1540,385.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),5000,0.1110,555.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),10000,0.0825,824.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),15000,0.0770,"1,155.05"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,250,0.8794,219.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,500,0.5231,261.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,1000,0.2985,298.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,2500,0.1540,385.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,5000,0.1110,555.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,10000,0.0825,824.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,15000,0.0770,"1,155.05"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),250,0.8794,219.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),500,0.5231,261.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),1000,0.2985,298.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),2500,0.1540,385.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),5000,0.1110,555.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),10000,0.0825,824.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),15000,0.0770,"1,155.05"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),250,0.8794,219.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),500,0.5231,261.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),1000,0.2985,298.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),2500,0.1540,385.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),5000,0.1110,555.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),10000,0.0825,824.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),15000,0.0770,"1,155.05"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),250,0.8194,204.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),500,0.4891,244.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),1000,0.2795,279.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),2500,0.1448,362.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),5000,0.1054,527.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),10000,0.0791,790.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),15000,0.0738,"1,107.05"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),250,0.8194,204.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),500,0.4891,244.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),1000,0.2795,279.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),2500,0.1448,362.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.1054,527.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0791,790.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0738,"1,107.05"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,250,0.8194,204.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,500,0.4891,244.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,1000,0.2795,279.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,2500,0.1448,362.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,5000,0.1054,527.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,10000,0.0791,790.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,15000,0.0738,"1,107.05"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),250,0.8194,204.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),500,0.4891,244.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),1000,0.2795,279.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),2500,0.1448,362.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),5000,0.1054,527.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),10000,0.0791,790.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),15000,0.0738,"1,107.05"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),250,0.8194,204.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),500,0.4891,244.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),1000,0.2795,279.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),2500,0.1448,362.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),5000,0.1054,527.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),10000,0.0791,790.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),15000,0.0738,"1,107.05"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),250,0.8194,204.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),500,0.4891,244.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),1000,0.2795,279.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),2500,0.1448,362.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),5000,0.1054,527.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),10000,0.0791,790.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),15000,0.0738,"1,107.05"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),250,0.8194,204.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),500,0.4891,244.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),1000,0.2795,279.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),2500,0.1448,362.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),5000,0.1054,527.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),10000,0.0791,790.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),15000,0.0738,"1,107.05"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,250,0.8194,204.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,500,0.4891,244.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,1000,0.2795,279.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,2500,0.1448,362.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,5000,0.1054,527.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,10000,0.0791,790.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,15000,0.0738,"1,107.05"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),250,0.8194,204.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),500,0.4891,244.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),1000,0.2795,279.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),2500,0.1448,362.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),5000,0.1054,527.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),10000,0.0791,790.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),15000,0.0738,"1,107.05"
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Right (Direction #3),250,0.8194,204.84
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Right (Direction #3),500,0.4891,244.53
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Right (Direction #3),1000,0.2795,279.46
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Right (Direction #3),2500,0.1448,362.03
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Right (Direction #3),5000,0.1054,527.18
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Right (Direction #3),10000,0.0791,790.76
"2"" x 6""",Rectangle,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Right (Direction #3),15000,0.0738,"1,107.05"
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),250,0.9682,242.06
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),500,0.5771,288.53
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),1000,0.3286,328.63
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),2500,0.1667,416.78
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),5000,0.1081,540.46
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),10000,0.0802,801.95
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),15000,0.0749,"1,123.43"
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),250,0.9682,242.06
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),500,0.5771,288.53
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),1000,0.3286,328.63
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),2500,0.1667,416.78
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),5000,0.1081,540.46
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),10000,0.0802,801.95
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),15000,0.0749,"1,123.43"
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Not Important,250,0.9682,242.06
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Not Important,500,0.5771,288.53
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Not Important,1000,0.3286,328.63
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Not Important,2500,0.1667,416.78
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Not Important,5000,0.1081,540.46
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Not Important,10000,0.0802,801.95
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Not Important,15000,0.0749,"1,123.43"
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),250,0.9682,242.06
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),500,0.5771,288.53
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),1000,0.3286,328.63
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),2500,0.1667,416.78
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),5000,0.1081,540.46
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),10000,0.0802,801.95
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),15000,0.0749,"1,123.43"
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),250,0.9682,242.06
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),500,0.5771,288.53
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),1000,0.3286,328.63
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),2500,0.1667,416.78
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),5000,0.1081,540.46
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),10000,0.0802,801.95
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),15000,0.0749,"1,123.43"
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),250,0.9082,227.06
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),500,0.5431,271.53
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),1000,0.3096,309.63
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),2500,0.1575,393.78
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),5000,0.1025,512.46
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),10000,0.0768,767.95
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),15000,0.0717,"1,075.43"
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),250,0.9082,227.06
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),500,0.5431,271.53
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),1000,0.3096,309.63
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),2500,0.1575,393.78
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.1025,512.46
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0768,767.95
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0717,"1,075.43"
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,250,0.9082,227.06
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,500,0.5431,271.53
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,1000,0.3096,309.63
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,2500,0.1575,393.78
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,5000,0.1025,512.46
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,10000,0.0768,767.95
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,15000,0.0717,"1,075.43"
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),250,0.9082,227.06
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),500,0.5431,271.53
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),1000,0.3096,309.63
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),2500,0.1575,393.78
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),5000,0.1025,512.46
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),10000,0.0768,767.95
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),15000,0.0717,"1,075.43"
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),250,0.9082,227.06
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),500,0.5431,271.53
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),1000,0.3096,309.63
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),2500,0.1575,393.78
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),5000,0.1025,512.46
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),10000,0.0768,767.95
"2"" x 6""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),15000,0.0717,"1,075.43"
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),250,0.8320,208.01
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),500,0.4923,246.13
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),1000,0.2715,271.53
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),2500,0.1302,325.52
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),5000,0.0899,449.37
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),10000,0.0900,900.31
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),15000,0.0766,"1,149.62"
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),250,0.8320,208.01
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),500,0.4923,246.13
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),1000,0.2715,271.53
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),2500,0.1302,325.52
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0899,449.37
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0900,900.31
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0766,"1,149.62"
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,250,0.8320,208.01
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,500,0.4923,246.13
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,1000,0.2715,271.53
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,2500,0.1302,325.52
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,5000,0.0899,449.37
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,10000,0.0900,900.31
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,15000,0.0766,"1,149.62"
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),250,0.8320,208.01
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),500,0.4923,246.13
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),1000,0.2715,271.53
"2.5"" x 3""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),2500,0.1302,325.52
